1.047192036683039618e+00,9.215272218498594681e-01,7.958688797859786446e-01,6.702115297262302152e-01,5.445489018427801531e-01,4.188805277545116224e-01,2.932114597554137392e-01,1.675466386988034573e-01,4.188636460675522477e-02,-8.377319145956024782e-02,-2.094358351887748160e-01,-3.351018612606727065e-01,-4.607683298984102116e-01,-5.864325112718282718e-01,-7.120948680402500175e-01,-8.377582497243586390e-01,-9.634237658762684342e-01,-1.089087966339074010e+00,-1.214746050695113766e+00,-1.340400040589975639e+00,-1.466063009103262038e+00,-1.591749215546060414e+00,-1.717452013228558005e+00,-1.843128912215993731e+00,-1.968696806114663467e+00,-3.527243407672676065e-10,9.214135638747629198e-01,7.958828426959023705e-01,6.702411257531804001e-01,5.445573083476080711e-01,4.188744388468414459e-01,2.932072933731389441e-01,1.675490709789889121e-01,4.188992723527681927e-02,-8.377294677568111747e-02,-2.094374910021179204e-01,-3.351023398724343738e-01,-4.607681916939570521e-01,-5.864350715711933448e-01,-7.121001458615652258e-01,-8.377587058619113680e-01,-9.634009459301565714e-01,2.052461402250643996e+00,1.926839516967927990e+00,1.801180380771505218e+00,1.675516062237521364e+00,1.549853237032205122e+00,1.424192587483535721e+00,1.298529750648418579e+00,1.172861732980805094e+00,1.047192036683037841e+00
9.459513513415588326e-01,8.268764396828386376e-01,7.054305145622187245e-01,5.824585776774445778e-01,4.585057060787490202e-01,3.339210415025450907e-01,2.089236489364429128e-01,8.364303147354827661e-02,-4.185450687988902241e-02,-1.675466386974877597e-01,-2.934416995141562734e-01,-4.195734085976548511e-01,-5.460053419671903052e-01,-6.728445296036765777e-01,-8.002627686773334803e-01,-9.285282906178693452e-01,-1.058060693867237001e+00,-1.189538780096343507e+00,-1.324118903506572797e+00,-1.463884652635928152e+00,-1.612829567145218190e+00,-1.779258427270031140e+00,-1.982641794369943922e+00,-2.277254720169201274e+00,-2.838277089299871658e+00,2.443633892923420703e+00,1.753184265168337141e+00,1.408977256524432287e+00,1.182977134026043320e+00,1.001720789501656439e+00,8.407252065193850932e-01,6.905081766537547461e-01,5.471635213327459279e-01,4.092415684904577300e-01,2.765984193680535164e-01,1.500250513173607414e-01,3.133977432150769626e-02,-7.598475028108750418e-02,-1.651000281767194267e-01,-2.209894933189423816e-01,-2.050740651746972287e-01,-9.799994971519812634e-12,6.298497242957060704e-01,1.220538170057873684e+00,1.400744471382874723e+00,1.410710387878896688e+00,1.355890029420578458e+00,1.271335875742013455e+00,1.170974701641876115e+00,1.061344210183609471e+00,9.459513513415558350e-01
8.442140929102163183e-01,7.320460276373773612e-01,6.149892369698751748e-01,4.948061662335129229e-01,3.726283958964030640e-01,2.491717456256371532e-01,1.248766933528066697e-01,6.969835803025861532e-13,-1.253256531534617524e-01,-2.510532252998349811e-01,-3.771995236574964272e-01,-5.038394067248872510e-01,-6.311159302696670581e-01,-7.592657784949149447e-01,-8.886614347009446080e-01,-1.019880207426890451e+00,-1.153828152849749156e+00,-1.291978405281101416e+00,-1.436844689244899387e+00,-1.592955561918534269e+00,-1.768980264460890517e+00,-1.982713033292703653e+00,-2.273045612257288628e+00,-2.719598459453517414e+00,2.907043657129357861e+00,2.277254720171119295e+00,1.862073678664742715e+00,1.586525940530550294e+00,1.377546952662227930e+00,1.200761676089669105e+00,1.040720856199021105e+00,8.903480819468125862e-01,7.465199814073736340e-01,6.081706721145809791e-01,4.754710103381256658e-01,3.495394519721419235e-01,2.325113622658369350e-01,1.280012626826368405e-01,4.222646111701576499e-02,-1.347817633318565932e-02,-1.705501045456492976e-02,7.507522276329250954e-02,3.277573902863277211e-01,7.121001458564398812e-01,1.009072461524610720e+00,1.136639192119827113e+00,1.154972510355514626e+00,1.114483499877184425e+00,1.041289920491397680e+00,9.487511689275859306e-01,8.442140929102137648e-01
7.414140799574276963e-01,6.368499102498632602e-01,5.245723059333035065e-01,4.074062139039332786e-01,2.871460298704772707e-01,1.649131275387391571e-01,4.138816582534245864e-02,-8.303705853381117274e-02,-2.081625107992009227e-01,-3.339210415011273358e-01,-4.603485917327893029e-01,-5.875792461302069558e-01,-7.158630036864017665e-01,-8.456060175080091224e-01,-9.774391373571643671e-01,-1.112335306417501890e+00,-1.251824155228613789e+00,-1.398402976911297335e+00,-1.556348028900250702e+00,-1.733370833557214885e+00,-1.944103514880228145e+00,-2.217128837684648079e+00,-2.603234423806546793e+00,-3.141592653588002992e+00,2.564711801399079949e+00,2.123365219703710505e+00,1.818206239100790711e+00,1.591749215547028307e+00,1.406465665684242916e+00,1.242997435618081070e+00,1.091608247755966543e+00,9.474601100202970638e-01,8.083189529457799338e-01,6.734424073522673471e-01,5.430541685427230369e-01,4.181439564515127549e-01,3.004962052542753947e-01,1.929530155723430951e-01,1.000223792716884857e-01,2.910837173416241583e-02,-7.098529160839775649e-03,1.347817632773124115e-02,1.251690384736763029e-01,3.531613878994721567e-01,6.365017108459635198e-01,8.455477809421968471e-01,9.393505024110904156e-01,9.489250596149527706e-01,9.069533942539139693e-01,8.338233740495857305e-01,7.414140799574261420e-01
6.368550689575404045e-01,5.411060624917396478e-01,4.342818063398557471e-01,3.205267373134891296e-01,2.024321856096474859e-01,8.159353340642906682e-02,-4.103505650146344746e-02,-1.649131275372584249e-01,-2.897722599307281932e-01,-4.155341942354546791e-01,-5.422728818754422031e-01,-6.702115297247271952e-01,-7.997502652268569934e-01,-9.315256211745328585e-01,-1.066514630252712648e+00,-1.206219085127929302e+00,-1.353006536673563520e+00,-1.510761598411056061e+00,-1.686158525224786597e+00,-1.891173657255859952e+00,-2.147743417064787330e+00,-2.492954435826063353e+00,-2.962358863414279231e+00,2.781103878682906760e+00,2.318629978559427318e+00,1.982713033294615235e+00,1.735508446405735761e+00,1.538862759056276230e+00,1.370108712872826873e+00,1.216924014864949610e+00,1.072703564158821177e+00,9.339831339924369313e-01,7.990864174815874854e-01,6.674206111881817449e-01,5.391262245010184362e-01,4.149383258362567828e-01,2.961983911996043939e-01,1.850116325756188673e-01,8.460189756146527240e-02,-1.003851276680385444e-12,-6.066674456807515797e-02,-8.390118116156788930e-02,-4.782745734087781586e-02,7.598475027694605310e-02,2.936110438290222557e-01,5.343671083739006678e-01,7.001529084132800396e-01,7.684229401728660536e-01,7.645703050368368725e-01,7.149100937682590917e-01,6.368550689575390722e-01
5.296316241694939420e-01,4.446715895187207113e-01,3.443881215113372973e-01,2.346792692909075162e-01,1.191562372261976838e-01,7.781896496571005559e-13,-1.215088502409452237e-01,-2.446606306745723325e-01,-3.691180228396009344e-01,-4.948061662319613307e-01,-6.218652409637134282e-01,-7.506502782741601987e-01,-8.817715873307948593e-01,-1.016180228113956474e+00,-1.155322092650751697e+00,-1.301417682456575298e+00,-1.457983590758288761e+00,-1.630820999218980827e+00,-1.829889997865287388e+00,-2.072639100728459916e+00,-2.387901747574414646e+00,-2.808088357200242857e+00,2.969471357324655614e+00,2.492954435829543236e+00,2.125586791653428342e+00,1.853563730163380940e+00,1.641383959143318583e+00,1.463884652637223338e+00,1.306302811897226857e+00,1.160270176043674883e+00,1.021092599713865567e+00,8.862030063997557994e-01,7.543005783210526838e-01,6.248785254956007451e-01,4.979811669877345914e-01,3.741061330429122922e-01,2.542110023845097211e-01,1.398162203409714643e-01,3.323109846790080896e-02,-6.201943188615146457e-02,-1.404052630170244120e-01,-1.929530155743366671e-01,-2.048590646333997844e-01,-1.530744600237212705e-01,-1.208574851576600488e-02,2.094374910007349433e-01,4.287610621428047941e-01,5.643620857630078369e-01,6.091833473709643565e-01,5.896625186211845726e-01,5.296316241694930538e-01
4.185254873818401444e-01,3.475409852465963234e-01,2.555301130328547221e-01,1.508768030103428415e-01,3.857996804829760124e-02,-7.841527836522670103e-02,-1.984204523924429087e-01,-3.205267373118851348e-01,-4.443280733972658769e-01,-5.697738709143093105e-01,-6.971089230271465542e-01,-8.268764396811085771e-01,-9.599755457137776338e-01,-1.097783651735037225e+00,-1.242383613111196716e+00,-1.396983879563691744e+00,-1.566702034188062198e+00,-1.760016882952434525e+00,-1.991299447420061597e+00,-2.283996417295141246e+00,-2.667413746978582800e+00,-3.141592653587169437e+00,2.659189202291214471e+00,2.262900933876079268e+00,1.964079016807569023e+00,1.733370833559112700e+00,1.544261011823371277e+00,1.379851149170277402e+00,1.230093403625368120e+00,1.089087966340175795e+00,9.534067040253964009e-01,8.211111143820490899e-01,6.911780003610533685e-01,5.631701804238542497e-01,4.370620951342157889e-01,3.131685575411118361e-01,1.921485441438543773e-01,7.507584892063173809e-02,-3.640876347703501936e-02,-1.398162203413813587e-01,-2.312947528277613518e-01,-3.046798492376053269e-01,-3.497671048681325612e-01,-3.495394519740617767e-01,-2.781375494229961776e-01,-1.120013555731113192e-01,1.220147055708436512e-01,3.254616309482464831e-01,4.332346858208362961e-01,4.545341775224536751e-01,4.185254873818388677e-01
3.018847608720537923e-01,2.501132614456628711e-01,1.691694378201016868e-01,7.118749775753362152e-02,-3.682738974963139372e-02,-1.508768030086728162e-01,-2.687377273877038508e-01,-3.892575882040318902e-01,-5.119613153895723467e-01,-6.368499102481055552e-01,-7.643214785096400510e-01,-8.951779323836674962e-01,-1.030707191058867211e+00,-1.172861732978677463e+00,-1.324598854402051717e+00,-1.490517446346207864e+00,-1.678033657860201311e+00,-1.899435788458009533e+00,-2.174693234302031986e+00,-2.530788811414919515e+00,-2.979078152114223332e+00,2.820151901498119784e+00,2.398317737475500255e+00,2.072639100731517914e+00,1.822089482577053499e+00,1.619740800587025520e+00,1.446890513391793087e+00,1.291978405282534048e+00,1.147986942709761760e+00,1.010671516477527510e+00,8.774952877491630776e-01,7.469848395523234208e-01,6.183359871536863173e-01,4.911784951370676833e-01,3.654478005287661868e-01,2.413311716062745138e-01,1.192684223086457745e-01,2.022123761862576884e-13,-1.153289998138312816e-01,-2.249781785230737519e-01,-3.262669410762994993e-01,-4.149383258366686755e-01,-4.839646100918478799e-01,-5.213425638610814650e-01,-5.065989995469372120e-01,-4.092415684920076013e-01,-2.090112118264115249e-01,4.028766634673549424e-02,2.251649198379396810e-01,3.039188519531973443e-01,3.018847608720530706e-01
1.775459645769960071e-01,1.539337077555491540e-01,8.869166436404236908e-02,8.867022980847400957e-13,-1.020403922808777453e-01,-2.118915815795947843e-01,-3.265913620416386332e-01,-4.446715895169348065e-01,-5.655820041931470810e-01,-6.894050564638206646e-01,-8.167472454884263655e-01,-9.487511689255099245e-01,-1.087218101445014407e+00,-1.234880905597202982e+00,-1.395935917140285865e+00,-1.577045244248768574e+00,-1.789139819750120042e+00,-2.050152107537174029e+00,-2.386154018196756432e+00,-2.816658874357549358e+00,2.978269359250437009e+00,2.530788811420366713e+00,2.178369528838322911e+00,1.908137503946146341e+00,1.692460596345057189e+00,1.510761598412948548e+00,1.350094063141988876e+00,1.202482518950461099e+00,1.062982420002761330e+00,9.285282906191266727e-01,7.972463007199316332e-01,6.680252483800881436e-01,5.402428367139542331e-01,4.135960501199553163e-01,2.880060900492549258e-01,1.635771044182469380e-01,4.059420349563435532e-02,-8.044539966248052953e-02,-1.987627888875224680e-01,-3.131685575407031630e-01,-4.218303761873063440e-01,-5.218474316193575380e-01,-6.084485116656987991e-01,-6.734424073526921184e-01,-7.022624449297149019e-01,-6.692389272234131603e-01,-5.369879404035851067e-01,-2.932072933733518849e-01,-3.153825197665532931e-02,1.285931212647922484e-01,1.775459645769962014e-01
4.296058693795007377e-02,6.383006091685916594e-02,2.227768729378258247e-02,-5.287135809244356693e-02,-1.463199245594406506e-01,-2.501132614438330015e-01,-3.601962824146513475e-01,-4.746555910463100547e-01,-5.928341701117711970e-01,-7.149100937662445920e-01,-8.417409648991998061e-01,-9.748881219037280887e-01,-1.116814659844842295e+00,-1.271335875739266763e+00,-1.444519733552222629e+00,-1.646408328312786384e+00,-1.893999929812430594e+00,-2.214380456924555762e+00,-2.636555133278258634e+00,-3.141592653585339789e+00,2.658677171519353788e+00,2.276402588329863974e+00,1.987341758329735697e+00,1.760016882955208972e+00,1.570745127568699440e+00,1.405004265476406999e+00,1.254014750133335632e+00,1.112335306419011793e+00,9.765286045845786855e-01,8.444207070637761436e-01,7.146598269685582316e-01,5.864325112730101042e-01,4.592749389710719110e-01,3.329518991766248770e-01,2.073875939846292482e-01,8.263495510931791188e-02,-4.112755414782129360e-02,-1.635771044174137989e-01,-2.842022636964961491e-01,-4.022188610421568722e-01,-5.164164325790124854e-01,-6.248785254951776391e-01,-7.244602731060348910e-01,-8.097712275407815685e-01,-8.711178503607874823e-01,-8.903480819472547880e-01,-8.338724714200885790e-01,-6.536911284833997193e-01,-3.550659294604899263e-01,-8.736709501166939340e-02,4.296058693795187094e-02
